Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
G3X9A3	unreviewed	Zinc finger and BTB domain containing 21	10090	Mus musculus	894	IPR036236	578..601,602..640,737..787
G3X9G7	reviewed	Zinc finger protein 809	10090	Mus musculus	402	IPR036236	154..206,211..336
G3X9H3	unreviewed	Zinc finger protein 607B	10090	Mus musculus	648	IPR036236	170..265,265..321,320..376,375..432,431..488,488..544,543..641
G3X9I0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	524	IPR036236	217..312,311..368,367..424,423..517
G3X9N4	unreviewed	Zinc finger and BTB domain containing 43	10090	Mus musculus	504	IPR036236	400..483
G3X9T1	unreviewed	Zinc finger protein 715	10090	Mus musculus	886	IPR036236	339..393,392..449,448..505,504..561,560..664,676..728,727..784,783..881
G3X9T2	unreviewed	Zinc finger protein 619	10090	Mus musculus	1161	IPR036236	189..283,283..339,338..395,394..451,450..505,520..619,618..675,674..731,747..841,840..938,952..1007,1006..1063,1062..1160
G3X9U2	unreviewed	Zinc finger protein 446	10090	Mus musculus	423	IPR036236	313..418
G3XA08	unreviewed	Zinc finger protein 26	10090	Mus musculus	959	IPR036236	280..324,339..437,436..493,492..571,576..631,635..689,688..745,744..801,800..857,856..950
G3XA34	unreviewed	Zinc finger protein 316	10090	Mus musculus	1017	IPR036236	342..434,447..499,707..801,801..857,857..950
G5E869	reviewed	Zinc finger protein 142	10090	Mus musculus	1843	IPR036236	102..186,392..438,599..691,1037..1089,1354..1406,1417..1465,1577..1670,1675..1801
G5E8B9	reviewed	Zinc finger and BTB domain-containing protein 11	10090	Mus musculus	1050	IPR036236	561..612,647..741,740..837,856..929
G5E8C0	unreviewed	Zinc finger protein 697	10090	Mus musculus	569	IPR036236	277..359,375..470,470..563
G5E8E4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	647	IPR036236	11..74,154..207
G5E8H3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	515	IPR036236	131..219,456..505
G5E8J8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	955	IPR036236	176..370,532..723
G5E8L5	unreviewed	Zinc finger protein 777	10090	Mus musculus	841	IPR036236	555..607,644..741,740..838
G5E8U2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1074	IPR036236	369..421,813..864,1012..1062
G5E8Y1	unreviewed	Zinc finger protein 426	10090	Mus musculus	549	IPR036236	209..255,271..366,365..422,421..515,519..549
G5E8Y8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	394	IPR036236	38..114,185..240,243..309
G5E8Z9	unreviewed	Zinc finger protein 426	10090	Mus musculus	564	IPR036236	224..270,286..381,380..437,436..530,534..564
G5E905	unreviewed	Zinc finger protein 871	10090	Mus musculus	615	IPR036236	188..284,288..342,341..398,397..491,509..603
H3BJM0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	489	IPR036236	321..416,416..472
H3BJN0	unreviewed	Zinc finger protein 738	10090	Mus musculus	191	IPR036236	77..174
H3BK19	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	163	IPR036236	127..163
H3BK31	unreviewed	Zinc fingers and homeoboxes protein 1	10090	Mus musculus	623	IPR036236	60..95,97..152
H3BK78	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	82	IPR036236	11..56
H3BKH5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	220	IPR036236	124..176,189..219
H3BKQ4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	86	IPR036236	11..56
H3BKY6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	32..76
H3BL10	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	239	IPR036236	176..224
H3BL53	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	146	IPR036236	91..143
H3BLB0	unreviewed	Zinc finger protein 989	10090	Mus musculus	661	IPR036236	183..277,277..333,333..389,389..445,445..501,501..557,557..654
H3BLK8	unreviewed	Zinc finger homeodomain 4	10090	Mus musculus	3606	IPR036236	686..728,738..796,1393..1440,1535..1609,1942..2328,2995..3039
H6U8U0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	272	IPR036236	15..108,111..169,169..263
H6U8U1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	272	IPR036236	15..108,111..169,169..263
H6U8U3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	272	IPR036236	15..108,111..169,169..263
H6U8U4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	277	IPR036236	4..61,61..114,117..175,175..269
H6U8U5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	277	IPR036236	4..61,61..114,117..175,175..269
H6WAT1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	661	IPR036236	366..396,414..513
H7BX69	unreviewed	Zinc finger and BTB domain containing 18	10090	Mus musculus	531	IPR036236	377..405,420..493
H7BX78	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	710	IPR036236	342..437,471..522,524..616
H9H9S3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1214	IPR036236	210..262,277..327,984..1072
H9KUY5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	756	IPR036236	218..270,346..448,544..620,663..710
H9T841	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1042	IPR036236	77..206,720..805
I6L980	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	566	IPR036236	83..143
I6L987	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	496	IPR036236	254..283,305..347
I7CPP0	unreviewed	PR domain zinc finger protein 1	10090	Mus musculus	823	IPR036236	573..703
I7HJS4	reviewed	Tissue-resident T-cell transcription regulator protein ZNF683	10090	Mus musculus	458	IPR036236	297..391
I7HLR7	unreviewed	Zinc finger and BTB domain containing 8b	10090	Mus musculus	517	IPR036236	375..430
J3JS22	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	195	IPR036236	112..195
J3JS23	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	893	IPR036236	122..239,244..323,328..407,412..491,496..553,553..609,608..687,692..832
J3KMG5	unreviewed	RIKEN cDNA 2010315B03 gene	10090	Mus musculus	238	IPR036236	78..133,132..189,188..238
J3QK55	unreviewed	RIKEN cDNA 2010315B03 gene	10090	Mus musculus	433	IPR036236	58..112,111..168,167..224,223..301,306..363,362..419
J3QM38	unreviewed	Zinc finger protein 994	10090	Mus musculus	661	IPR036236	181..276,276..332,331..388,388..444,443..500,500..556,555..653
J3QMA4	unreviewed	Zinc finger protein 870	10090	Mus musculus	560	IPR036236	191..286,285..342,341..398,397..452,456..547
J3QMI2	unreviewed	Zinc finger protein 799	10090	Mus musculus	647	IPR036236	193..369,368..425,424..481,480..537,536..630
J3QN14	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	987	IPR036236	422..518,518..574,573..652,657..714,713..770,770..826,826..882,882..979
J3QNY8	unreviewed	Predicted gene, 19965	10090	Mus musculus	723	IPR036236	420..468,488..545,545..601,600..698
J3QPC5	unreviewed	Zinc finger protein 850	10090	Mus musculus	689	IPR036236	172..265,264..344,349..406,406..484,489..568,574..671
J3QPN0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1082	IPR036236	165..213
J3QPU9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	652	IPR036236	499..631
J3QPX0	unreviewed	RIKEN cDNA 5730507C01 gene	10090	Mus musculus	416	IPR036236	134..233,233..289,288..382
K4DI62	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	780	IPR036236	657..729
K7N5X2	unreviewed	Zinc finger protein 825	10090	Mus musculus	273	IPR036236	60..111,110..167,166..223,222..273
K7N6H3	unreviewed	Zinc finger protein 934	10090	Mus musculus	473	IPR036236	118..170,169..226,225..282,281..360,365..422,421..473
K7N6R7	unreviewed	Zinc finger protein 932	10090	Mus musculus	221	IPR036236	63..112,111..168,167..221
K7N769	unreviewed	Zinc finger protein 998	10090	Mus musculus	464	IPR036236	73..168,167..246,251..308,307..364,363..461
L7MUC9	unreviewed	Zinc finger protein 986	10090	Mus musculus	401	IPR036236	183..277,277..333,346..398
L7N1X4	unreviewed	Zinc finger protein 457	10090	Mus musculus	647	IPR036236	75..174,174..230,229..286,285..342,341..398,397..454,454..557,566..622
L7N1Z0	unreviewed	Predicted gene 6871	10090	Mus musculus	438	IPR036236	64..102,114..168,167..224,223..280,279..336,335..429
L7N232	unreviewed	Zinc finger protein 955B	10090	Mus musculus	545	IPR036236	198..258,274..325,329..383,383..439,438..495,495..544
L7N246	unreviewed	Predicted gene 14322	10090	Mus musculus	357	IPR036236	55..195,194..251,250..307,306..357
L7N248	unreviewed	Predicted gene 6871	10090	Mus musculus	545	IPR036236	171..209,221..275,274..331,330..387,386..443,442..536
L7N267	unreviewed	Zinc finger protein 960	10090	Mus musculus	546	IPR036236	110..204,222..275,274..331,330..387,386..443,442..540
L7N2E7	unreviewed	Zinc finger protein 977	10090	Mus musculus	438	IPR036236	64..97,114..205,224..280,279..336,335..429
O08584	reviewed	Krueppel-like factor 6	10090	Mus musculus	283	IPR036236	214..282
O08900	reviewed	Zinc finger protein Aiolos	10090	Mus musculus	507	IPR036236	130..219,449..497
O35483	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	812	IPR036236	72..164,164..220,439..532,532..609,616..672
O35615	reviewed	Zinc finger protein ZFPM1	10090	Mus musculus	995	IPR036236	250..281,304..355,587..616,692..723,831..861,961..989
O35700	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	949	IPR036236	77..206,729..814
O35738	reviewed	Krueppel-like factor 12	10090	Mus musculus	402	IPR036236	331..400
O35739	reviewed	Krueppel-like factor 9	10090	Mus musculus	244	IPR036236	157..226
O35745	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	667	IPR036236	12..101,152..202
O35914	reviewed	Zinc finger protein basonuclin-1	10090	Mus musculus	961	IPR036236	683..735
O54836	reviewed	Zinc finger matrin-type protein 3	10090	Mus musculus	290	IPR036236	57..104,125..181,233..285
O70162	unreviewed	Myeloid zinc finger protein-2	10090	Mus musculus	814	IPR036236	444..538,564..658,657..714,714..811
O70230	reviewed	Zinc finger protein 143	10090	Mus musculus	638	IPR036236	248..306,307..366,367..426
O70237	reviewed	Zinc finger protein Gfi-1b	10090	Mus musculus	330	IPR036236	150..201,200..257,257..313
O70494	reviewed	Transcription factor Sp3	10090	Mus musculus	783	IPR036236	637..709
O88213	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	2..29
O88214	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
O88215	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
O88216	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	33	IPR036236	1..33
O88217	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
O88218	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
O88219	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
O88220	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
O88221	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
O88222	unreviewed	Mszf72	10090	Mus musculus	22	IPR036236	1..22
O88223	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
O88224	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
O88225	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
O88226	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	33	IPR036236	1..33
O88227	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
O88228	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
O88229	unreviewed	Mszf79-1	10090	Mus musculus	21	IPR036236	1..20
O88230	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	33	IPR036236	1..33
O88231	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	21	IPR036236	1..20
O88232	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	1..50
O88233	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
O88234	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
O88235	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	41	IPR036236	1..41
O88236	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	53	IPR036236	2..53
O88238	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
O88239	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	53	IPR036236	2..53
O88240	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
O88241	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
O88242	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
O88243	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
O88244	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
O88245	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
O88246	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	58	IPR036236	3..55
O88247	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	1..82
O88248	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
O88249	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	1..82
O88250	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	1..82
O88251	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	1..82
O88252	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	83	IPR036236	1..32,57..83
O88253	unreviewed	Mszf39	10090	Mus musculus	85	IPR036236	1..82
O88254	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	2..85
O88255	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	2..85
O88256	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	1..78
O88257	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	89	IPR036236	2..89
O88258	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	1..78
O88259	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	1..78
O88260	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	81	IPR036236	1..78
O88261	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	81	IPR036236	2..81
O88262	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	2..85
O88263	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	84	IPR036236	2..84
O88264	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	1..78
O88265	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	1..78
O88266	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	1..82
O88282	reviewed	B-cell CLL/lymphoma 6 member B protein	10090	Mus musculus	474	IPR036236	321..453
O88286	reviewed	Protein Wiz	10090	Mus musculus	1684	IPR036236	307..367,904..1098,1261..1452
O88412	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	524	IPR036236	217..312,311..368,367..424,423..517
O88532	reviewed	Zinc finger RNA-binding protein	10090	Mus musculus	1074	IPR036236	303..364,371..413,557..613
O88859	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	230	IPR036236	169..224
O88939	reviewed	Zinc finger and BTB domain-containing protein 7A	10090	Mus musculus	569	IPR036236	390..478
O89005	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	179	IPR036236	2..54,53..110
O89090	reviewed	Transcription factor Sp1	10090	Mus musculus	784	IPR036236	640..696
O89091	reviewed	Krueppel-like factor 10	10090	Mus musculus	479	IPR036236	382..453
O89095	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	1..82
O89108	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	2..82
O89111	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	85	IPR036236	2..85
P08042	reviewed	Zinc finger protein 1	10090	Mus musculus	402	IPR036236	158..247,246..303,302..400
P08043	reviewed	Zinc finger protein ZFP2	10090	Mus musculus	459	IPR036236	98..193,192..249,248..305,304..361,361..458
P08046	reviewed	Early growth response protein 1	10090	Mus musculus	533	IPR036236	327..412
P08152	reviewed	E3 SUMO-protein ligase EGR2	10090	Mus musculus	470	IPR036236	328..417
P10076	reviewed	Zinc finger protein 26	10090	Mus musculus	861	IPR036236	182..226,241..339,338..395,394..473,478..533,537..591,590..647,646..703,702..759,758..852
P10077	reviewed	Zinc finger protein 27	10090	Mus musculus	819	IPR036236	165..212,215..270,270..363,401..494,494..550,549..606,605..662,661..718,717..811
P10078	reviewed	Zinc finger protein 28	10090	Mus musculus	825	IPR036236	375..471,470..527,526..583,582..639,638..695,694..788
P10751	reviewed	Zinc finger protein 11	10090	Mus musculus	647	IPR036236	51..150,149..206,205..262,261..318,318..374,373..430,430..486,485..542,541..635
P10754	reviewed	Transcriptional repressor Rhit	10090	Mus musculus	512	IPR036236	264..381,387..480
P10755	reviewed	Zinc finger protein 14	10090	Mus musculus	501	IPR036236	121..177,177..233,232..289,289..345,344..401,400..494
P10925	reviewed	Zinc finger Y-chromosomal protein 1	10090	Mus musculus	782	IPR036236	401..456,477..535,535..588,591..649,649..706,706..763
P14404	reviewed	Histone-lysine N-methyltransferase MECOM	10090	Mus musculus	1232	IPR036236	267..396,910..995
P15620	reviewed	Zinc finger protein 271	10090	Mus musculus	580	IPR036236	75..219,225..281,280..359,364..421,420..498,504..560
P15919	reviewed	V(D)J recombination-activating protein 1	10090	Mus musculus	1040	IPR036236	351..380
P16372	reviewed	Zinc finger protein 58	10090	Mus musculus	489	IPR036236	79..171,170..227,227..283,282..339,339..395,395..488
P16373	reviewed	Zinc finger protein 59	10090	Mus musculus	653	IPR036236	166..265,264..321,321..377,376..433,432..489,489..545,544..648
P16374	reviewed	Zinc finger protein 60	10090	Mus musculus	707	IPR036236	171..266,268..325,324..381,380..437,437..493,492..549,548..605,604..698
