Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Zinc finger	Coiled coil	Compositional bias	Domain [CC]	Domain [FT]	Repeat	Region	Protein families	Motif	Sequence similarities
Q8BU00	reviewed	IKZF5_MOUSE	Zinc finger protein Pegasus (Ikaros family zinc finger protein 5)	Ikzf5 Zfpn1a5 Znfn1a5	Mus musculus (Mouse)	419	ZN_FING 82..104; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 110..132; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 138..161; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 364..386; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 392..416; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 262..273; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 332..349; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	DOMAIN: The N-terminal zinc fingers are involved in sequence-specific DNA binding and heterotypic associations with other family members. {ECO:0000250}.; DOMAIN: C-terminal zinc fingers mediate homodimerization. {ECO:0000250}.			REGION 36..55; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 262..284; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 297..356; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Ikaros C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the Ikaros C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BXJ2	reviewed	TREF1_MOUSE	Transcriptional-regulating factor 1 (Transcriptional-regulating protein 132) (Zinc finger transcription factor TReP-132)	Trerf1	Mus musculus (Mouse)	1205	ZN_FING 512..534; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1019..1043; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1092..1114; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 406..417; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 437..447; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 487..498; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 551..579; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 604..613; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 956..975; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 976..990; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 785..876; /note="ELM2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00512"; DOMAIN 891..942; /note="SANT"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00624"		REGION 201..226; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 270..317; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 332..351; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 390..500; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 527..583; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 601..629; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 956..1016; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1043..1087; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"			
Q8BXX2	reviewed	ZBT49_MOUSE	Zinc finger and BTB domain-containing protein 49 (Zinc finger protein 509)	Zbtb49 Zfp509 Znf509	Mus musculus (Mouse)	756	ZN_FING 386..408; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 414..436; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 442..464; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 470..492; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 498..520; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 526..548; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 554..576; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 226..242; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 319..341; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 348..365; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 25..91; /note="BTB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00037"		REGION 176..197; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 226..290; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 311..379; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8BZH4	reviewed	POGZ_MOUSE	Pogo transposable element with ZNF domain	Pogz Kiaa0461	Mus musculus (Mouse)	1409	ZN_FING 372..394; /note="C2H2-type 1; atypical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 491..513; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 527..550; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 557..580; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 587..610; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 616..638; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 644..667; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 767..790; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 811..836; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"	COILED 1336..1364; /evidence="ECO:0000255"	COMPBIAS 275..284; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 345..356; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 914..925; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 1011..1081; /note="HTH CENPB-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00583"; DOMAIN 1113..1319; /note="DDE-1"; /evidence="ECO:0000255"		REGION 238..293; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 331..356; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 406..455; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 806..846; /note="Required for interaction with CBX5"; /evidence="ECO:0000250"; REGION 904..966; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1356..1399; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"		MOTIF 1379..1403; /note="Integrase domain-binding motif (IBM)"; /evidence="ECO:0000250|UniProtKB:Q7Z3K3"	
Q8C0Q2	reviewed	ZHX3_MOUSE	Zinc fingers and homeoboxes protein 3 (Triple homeobox protein 1) (Zinc finger and homeodomain protein 3)	Zhx3 Kiaa0395 Tix1	Mus musculus (Mouse)	951	ZN_FING 77..100; /note="C2H2-type 1"; /evidence="ECO:0000255"; ZN_FING 109..132; /note="C2H2-type 2"; /evidence="ECO:0000255"		COMPBIAS 662..676; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 677..690; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 937..951; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..107; /note="Required for nuclear localization"; /evidence="ECO:0000250"; REGION 1..66; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 227..252; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 238..483; /note="Required for homodimerization and interaction with NFYA"; /evidence="ECO:0000250"; REGION 299..497; /note="Required for repressor activity"; /evidence="ECO:0000250"; REGION 492..550; /note="Required for nuclear localization"; /evidence="ECO:0000250"; REGION 662..690; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 916..951; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	ZHX family		SIMILARITY: Belongs to the ZHX family. {ECO:0000255}.
Q8C827	reviewed	ZFP62_MOUSE	Zinc finger protein 62 (Zfp-62) (ZT3)	Zfp62	Mus musculus (Mouse)	914	ZN_FING 131..153; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 159..181; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 187..209; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 215..237; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 243..265; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 271..293; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 299..321; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 327..349; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 355..377; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 383..405; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 411..433; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 439..461; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 467..489; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 495..517; /note="C2H2-type 14"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 523..545; /note="C2H2-type 15"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 551..573; /note="C2H2-type 16"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 579..601; /note="C2H2-type 17"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 607..629; /note="C2H2-type 18"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 635..657; /note="C2H2-type 19"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 663..685; /note="C2H2-type 20"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 691..713; /note="C2H2-type 21"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 719..741; /note="C2H2-type 22"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 747..769; /note="C2H2-type 23"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 775..797; /note="C2H2-type 24"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 803..824; /note="C2H2-type 25"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 830..852; /note="C2H2-type 26"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 90..101; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..35; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 80..101; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8C8V1	reviewed	ZXDC_MOUSE	Zinc finger protein ZXDC	Zxdc	Mus musculus (Mouse)	858	ZN_FING 176..200; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 209..233; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 239..263; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 269..291; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 298..322; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 329..353; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 359..383; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 389..413; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 419..443; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 452..477; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 59..68; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 624..634; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 681..692; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..73; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 85..108; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 142..175; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 624..652; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 671..714; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 727..751; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	ZXD family		SIMILARITY: Belongs to the ZXD family. {ECO:0000305}.
Q8CB27	reviewed	OTU1_MOUSE	Ubiquitin thioesterase OTU1 (EC 3.4.19.12)	Yod1	Mus musculus (Mouse)	343	ZN_FING 313..337; /note="C2H2-type"			DOMAIN: The UBAX-like region mediates the interaction with VCP. {ECO:0000250|UniProtKB:Q5VVQ6}.; DOMAIN: The C2H2-type zinc finger mediates specificity for 'Lys-27'-, 'Lys-29'- and 'Lys-33'-linked polyubiquitin chains but not for 'Lys-11'-linked ubiquitin chains. Selectivity for 'Lys-11'-linked ubiquitin chains is provided by recognition of the sequence surrounding 'Lys-11' in ubiquitin. The S2 site region provides specificity for longer 'Lys-11'-linked ubiquitin chains. {ECO:0000250|UniProtKB:Q5VVQ6}.	DOMAIN 144..269; /note="OTU"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00139"		REGION 45..123; /note="UBX-like"; REGION 149..155; /note="Cys-loop"; /evidence="ECO:0000250|UniProtKB:Q5VVQ6"; REGION 208..218; /note="Variable-loop"; /evidence="ECO:0000250|UniProtKB:Q5VVQ6"; REGION 258..262; /note="His-loop"; /evidence="ECO:0000250|UniProtKB:Q5VVQ6"; REGION 286..291; /note="S2 site"; /evidence="ECO:0000250|UniProtKB:Q5VVQ6"			
Q8CE64	reviewed	ZN276_MOUSE	Zinc finger protein 276 (Zfp-276)	Znf276 Zfp276	Mus musculus (Mouse)	614	ZN_FING 434..458; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 465..490; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 496..518; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 524..546; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 554..577; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 272..282; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 291..302; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 357..369; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 386..408; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 409..422; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 78..164; /note="ZAD"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01263"		REGION 1..46; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 271..422; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 588..614; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"			
Q8CF60	reviewed	ZN263_MOUSE	Zinc finger protein 263 (Zinc finger protein FPM315) (Zinc finger protein with KRAB and SCAN domains 12)	Znf263 FPM315 Zfp263 ZKSCAN12	Mus musculus (Mouse)	680	ZN_FING 378..400; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 434..456; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 462..484; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 490..512; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 518..540; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 572..594; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 600..622; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 628..650; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 656..678; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"				DOMAIN 43..125; /note="SCAN box"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00187"		REGION 147..191; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8CHC8	reviewed	ADNP2_MOUSE	Activity-dependent neuroprotector homeobox protein 2 (ADNP homeobox protein 2) (Zinc finger protein 508)	Adnp2 Kiaa0863 Zfp508 Znf508	Mus musculus (Mouse)	1165	ZN_FING 73..96; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 106..128; /note="C2H2-type 2; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 155..178; /note="C2H2-type 3; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 215..240; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 696..718; /note="C2H2-type 5; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 724..746; /note="C2H2-type 6; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 777..798; /note="C2H2-type 7; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 800..823; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 905..935; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 1009..1024; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 303..327; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1005..1068; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8K083	reviewed	ZN536_MOUSE	Zinc finger protein 536	Znf536 Kiaa0390 Zfp536	Mus musculus (Mouse)	1302	ZN_FING 130..152; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 158..180; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 274..297; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 300..323; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 345..367; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 373..395; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 631..653; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 753..775; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 781..803; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 657..676; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 677..698; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 869..883; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 935..973; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1161..1171; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1179..1188; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..26; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 650..736; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 804..832; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 855..897; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 935..988; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1133..1261; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q8K327	reviewed	CHAP1_MOUSE	Chromosome alignment-maintaining phosphoprotein 1 (Zinc finger protein 828)	Champ1 D8Ertd457e Kiaa1802 Zfp828 Znf828	Mus musculus (Mouse)	802	ZN_FING 728..750; /note="C2H2-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 88..105; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 135..148; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 185..203; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 332..351; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 369..378; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 88..475; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 261..479; /note="Mediates interaction with MAD2L2"; /evidence="ECO:0000250"; REGION 440..580; /note="Mediates localization to the spindle and the kinetochore and is required for the attachment of spindle microtubules to the kinetochore"; /evidence="ECO:0000250"; REGION 581..802; /note="Mediates localization to the chromosome and the spindle and negatively regulates chromosome alignment"; /evidence="ECO:0000250"; REGION 603..625; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"			
Q91YE7	reviewed	RBM5_MOUSE	RNA-binding protein 5 (Putative tumor suppressor LUCA15) (RNA-binding motif protein 5)	Rbm5 Luca15	Mus musculus (Mouse)	815	ZN_FING 181..210; /note="RanBP2-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00322"; ZN_FING 647..672; /note="C2H2-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 411..422; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 98..178; /note="RRM 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00176"; DOMAIN 231..315; /note="RRM 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00176"; DOMAIN 743..789; /note="G-patch"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00092"		REGION 1..93; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 321..809; /note="Required for interaction with U2AF2"; /evidence="ECO:0000250"; REGION 385..468; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 452..535; /note="Sufficient for interaction with ACIN1, PRPF8, SFRS3, SNRPB, SNRPN, SNRNP70 and SNRNP200"; /evidence="ECO:0000250"; REGION 508..539; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	RBM5/RBM10 family		SIMILARITY: Belongs to the RBM5/RBM10 family. {ECO:0000305}.
